,title,year,certificate,duration,genre,rating,description,stars,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise
1012,Awake,(III) (2021),TV-MA,96 min,"Action, Adventure, Drama",4.9,"After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.","['Mark Raso', '| ', '    Stars:', 'Gina Rodriguez, ', 'Ariana Greenblatt, ', 'Lucius Hoyos, ', 'Shamier Anderson']","21,862",5.0,0.016864905,0.04498055,0.045525912,0.014245272,0.68056047,0.17555809,0.022264784
1013,One Day at a Time,(2017–2020),TV-PG,30 min,"Comedy, Drama",8.1,"Follows three generations of the same Cuban-American family living in the same house: a newly divorced former military mother, her teenage daughter and tween son, and her old-school mother.","['Justina Machado, ', 'Todd Grinnell, ', 'Isabella Gomez, ', 'Marcel Ruiz']","16,483",9.0,0.005960937,0.008568489,0.0016096547,0.028297419,0.8384123,0.03879934,0.07835191
1014,Kyle XY,(2006–2009),TV-14,60 min,"Drama, Mystery, Romance",7.5,"A family takes in a formerly institutionalized teen savant who is missing standard human behaviors such as anger, joy, and love.","['Matt Dallas, ', 'Marguerite MacIntyre, ', 'Bruce Thomas, ', 'April Matson']","29,554",8.0,0.6129985,0.06538014,0.00078072277,0.021620082,0.2831513,0.01127191,0.0047972766
1015,The Irregulars,(2021),TV-14,,"Crime, Drama, Fantasy",5.9,"Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.","['McKell David, ', 'Thaddea Graham, ', 'Jojo Macari, ', 'Harrison Osterfield']","15,210",6.0,0.060577452,0.31595674,0.38006288,0.0077149905,0.15287837,0.07908691,0.0037225266
1016,Power Rangers Dino Fury,(2021– ),TV-Y7,21 min,"Action, Adventure, Comedy",6.8,"When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.","['Russell Curry, ', 'Hunter Deno, ', 'Kainalu Moya, ', 'Tessa Rao']",553,7.0,0.06623794,0.015816825,0.85314894,0.0020397576,0.05248782,0.003354935,0.0069137737
1017,Mudbound,(2017),R,134 min,"Drama, War",7.4,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.","['Dee Rees', '| ', '    Stars:', 'Jason Mitchell, ', 'Carey Mulligan, ', 'Jason Clarke, ', 'Mary J. Blige']","49,339",8.0,0.04718385,0.097272925,0.0187662,0.015385689,0.70605135,0.111885704,0.0034543455
1018,Zoo,(2015–2017),TV-14,42 min,"Drama, Mystery, Sci-Fi",6.6,A young scientist searches to find out what's causing a rash of violent animal attacks.,"['James Wolk, ', 'Kristen Connolly, ', 'Nonso Anozie, ', 'Billy Burke']","24,869",7.0,0.25538394,0.5591427,0.024650414,0.0029506702,0.14483176,0.008113274,0.00492719
1019,"Hello, Goodbye and Everything in Between",(2022),TV-14,82 min,"Comedy, Drama, Romance",5.0,"After making a pact to break up before college, Claire and Aidan retrace the steps of their relationship on one last epic date, revisiting familiar and unexpected places as they question: stay together or say goodbye forever?","['Michael Lewen', '| ', '    Stars:', 'Jordan Fisher, ', 'Talia Ryder, ', 'Ayo Edebiri, ', 'Nico Hiraga']","2,725",5.0,0.021748157,0.009611616,0.081383,0.07498826,0.18022917,0.60177326,0.030266535
1020,Jo Koy: Live from the Los Angeles Forum,(2022 TV Special),TV-MA,74 min,Comedy,7.2,It follows Jo as he gushes about his relationship with his teenage son along with sharing the struggles of living with sleep apnea and much more.,"['Shannon Hartman', '| ', '    Star:', 'Jo Koy']",419,8.0,0.0052896426,0.020409573,0.007596434,0.060076535,0.81739014,0.07130034,0.017937316
1021,The Dragon Prince,(2018– ),TV-Y7,26 min,"Animation, Action, Adventure",8.4,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.","['Paula Burrows, ', 'Jack De Sena, ', 'Sasha Rojen, ', 'Jason Simpson']","22,684",9.0,0.08940101,0.056565527,0.061128944,0.03813147,0.7303966,0.015087789,0.009288591
1022,Killjoys,(2015–2019),TV-MA,42 min,"Action, Adventure, Sci-Fi",7.2,"In the Quad, a planetary system on the brink of a bloody interplanetary class war, a fun loving trio of bounty hunters attempt to remain impartial as they chase deadly warrants.","['Hannah John-Kamen, ', 'Aaron Ashmore, ', 'Luke Macfarlane, ', 'Tamsen McDonough']","22,283",8.0,0.7322841,0.09543859,0.015763817,0.00959409,0.13278186,0.011106671,0.0030308687
1023,Eagle Eye,(2008),PG-13,118 min,"Action, Mystery, Thriller",6.6,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.","['D.J. Caruso', '| ', '    Stars:', 'Shia LaBeouf, ', 'Michelle Monaghan, ', 'Rosario Dawson, ', 'Michael Chiklis']","187,292",7.0,0.02966649,0.0038157646,0.9447651,0.0013356907,0.013426987,0.0022909993,0.004698829
1024,Oxygen,(2021),TV-14,100 min,"Drama, Fantasy, Sci-Fi",6.5,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.","['Alexandre Aja', '| ', '    Stars:', 'Mélanie Laurent, ', 'Mathieu Amalric, ', 'Malik Zidi, ', 'Laura Boujenah']","38,611",7.0,0.009487552,0.04126045,0.7202531,0.0013749276,0.1616388,0.02330702,0.04267823
1025,Passing,(I) (2021),PG-13,98 min,Drama,6.7,"""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.","['Rebecca Hall', '| ', '    Stars:', 'Tessa Thompson, ', 'Ruth Negga, ', 'André Holland, ', 'Bill Camp']","14,513",7.0,0.037323423,0.004914165,0.6240137,0.07013068,0.20888045,0.0064646825,0.0482729
1026,#Alive,(2020),TV-MA,98 min,"Action, Drama, Horror",6.3,"The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.","['Il Cho', '| ', '    Stars:', 'Yoo Ah-in, ', 'Park Shin-Hye, ', 'Jeon Bae-soo, ', 'Hyun-Wook Lee']","39,285",7.0,0.011320958,0.02669478,0.01480707,0.0016961882,0.9025529,0.033672076,0.00925595
1027,Late Night,(2019),R,102 min,"Comedy, Drama",6.5,A late night talk show host suspects that she may soon lose her long-running show.,"['Nisha Ganatra', '| ', '    Stars:', 'Emma Thompson, ', 'Mindy Kaling, ', 'John Lithgow, ', 'Hugh Dancy']","37,701",7.0,0.037321914,0.11662951,0.0397386,0.0037170434,0.4469568,0.33473447,0.020901669
1028,The Shack,(I) (2017),PG-13,132 min,"Drama, Fantasy",6.2,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","['Stuart Hazeldine', '| ', '    Stars:', 'Sam Worthington, ', 'Octavia Spencer, ', 'Tim McGraw, ', 'Radha Mitchell']","36,034",7.0,0.008019025,0.0326307,0.11858757,0.004820704,0.11929997,0.48590156,0.23074044
1029,Sweet Girl,(2021),R,110 min,"Action, Drama, Thriller",5.5,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,"['Brian Andrew Mendoza', '| ', '    Stars:', 'Jason Momoa, ', 'Isabela Merced, ', 'Manuel Garcia-Rulfo, ', 'Adria Arjona']","31,856",6.0,0.0015897873,0.0022278589,0.0013357481,0.0014195578,0.0059461836,0.9834164,0.0040645786
1030,The Devil's Own,(1997),R,111 min,"Action, Crime, Drama",6.2,"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.","['Alan J. Pakula', '| ', '    Stars:', 'Harrison Ford, ', 'Brad Pitt, ', 'Margaret Colin, ', 'Rubén Blades']","66,112",7.0,0.05722071,0.88960505,0.037247278,0.0007445953,0.008249921,0.004989502,0.0019430413
1031,Fawlty Towers,(1975–1979),TV-PG,30 min,Comedy,8.8,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.","['John Cleese, ', 'Prunella Scales, ', 'Andrew Sachs, ', 'Connie Booth']","92,910",9.0,0.17626852,0.0714202,0.098942414,0.0044617844,0.55755574,0.086094655,0.0052566477
1032,The Forest,(2017),TV-MA,313 min,"Crime, Drama",7.2,"Sixteen-year-old Jennifer disappears one night from her village in the Ardennes. Captain Gaspard Deker leads the investigation with local cop Virginie Musso, who knew the girl well. They are helped by Eve, a lonely and mysterious woman.","['Samuel Labarthe, ', 'Suzanne Clément, ', 'Alexia Barlier, ', 'Frédéric Diefenthal']","10,638",8.0,0.00997894,0.01165813,0.5092593,0.0064512305,0.14711401,0.28603742,0.029500952
1033,This Means War,(2012),PG-13,103 min,"Action, Comedy, Romance",6.3,C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,"['McG', '| ', '    Stars:', 'Reese Witherspoon, ', 'Chris Pine, ', 'Tom Hardy, ', 'Til Schweiger']","186,896",7.0,0.13629438,0.1334453,0.022926591,0.028805742,0.60962963,0.021095287,0.04780305
1034,The Spy,(2019),TV-MA,53 min,"Drama, History",7.9,Based on the life of Israeli spy Eli Cohen.,"['Sacha Baron Cohen, ', 'Noah Emmerich, ', 'Hadar Ratzon Rotem, ', 'Nassim Lyes']","42,038",8.0,0.05198915,0.52527255,0.044535387,0.015858967,0.09216869,0.26506898,0.0051062806
1035,In from the Cold,(2022– ),TV-MA,42 min,"Action, Crime, Drama",6.2,"Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.","['Margarita Levieva, ', ""Cillian O'Sullivan, "", 'Lydia Fleming, ', 'Charles Brice']","7,572",7.0,0.018745502,0.0467966,0.8055562,0.004134962,0.09638813,0.016306117,0.01207249
1036,The Day the Earth Stood Still,(2008),PG-13,104 min,"Adventure, Drama, Sci-Fi",5.5,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,"['Scott Derrickson', '| ', '    Stars:', 'Keanu Reeves, ', 'Jennifer Connelly, ', 'Kathy Bates, ', 'Jaden Smith']","171,003",6.0,0.014030899,0.07174699,0.04067875,0.3985461,0.41306764,0.010220535,0.051709093
1037,Smokin' Aces,(2006),R,108 min,"Action, Comedy, Crime",6.6,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.","['Joe Carnahan', '| ', '    Stars:', 'Jeremy Piven, ', 'Ryan Reynolds, ', 'Ray Liotta, ', 'Joseph Ruskin']","145,893",7.0,0.011927494,0.18983437,0.007067389,0.010829327,0.75587493,0.016744455,0.0077220923
1038,Unknown,(I) (2011),PG-13,113 min,"Action, Mystery, Thriller",6.8,"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.","['Jaume Collet-Serra', '| ', '    Stars:', 'Liam Neeson, ', 'Diane Kruger, ', 'January Jones, ', 'Aidan Quinn']","261,643",7.0,0.030557925,0.941412,0.0040396494,0.0005042872,0.012551549,0.0046097343,0.006324847
1039,An Easy Girl,(2019),TV-MA,92 min,"Comedy, Drama",5.6,"Naima is 16 and lives in Cannes. She has given herself the summer to choose what she wants to do with her life. Then her cousin Sofia, with her alluring lifestyle, arrives to spend the holidays with her.","['Rebecca Zlotowski', '| ', '    Stars:', 'Mina Farid, ', 'Zahia Dehar, ', 'Benoît Magimel, ', 'Nuno Lopes']","5,226",6.0,0.009325236,0.006358716,0.001241616,0.6683216,0.18127865,0.1037982,0.02967607
1040,The Ghost Writer,(2010),PG-13,128 min,"Crime, Drama, Mystery",7.2,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.","['Roman Polanski', '| ', '    Stars:', 'Ewan McGregor, ', 'Pierce Brosnan, ', 'Olivia Williams, ', 'Jon Bernthal']","164,272",8.0,0.006364272,0.01153913,0.9623747,0.0010240199,0.006768325,0.010235747,0.0016938322
1041,What's Wrong with Secretary Kim,(2018),TV-G,60 min,"Comedy, Mystery, Romance",8.1,A romance between perfect but narcissistic second generation heir and his capable assistant.,"['Park Min-Young, ', 'Park Seo-joon, ', 'Lee Tae-Hwan, ', 'Kim Byeong-Ok']","12,281",9.0,0.01831,0.22530502,0.00575874,0.62814236,0.09066363,0.019112004,0.012708209
1042,Tomorrow,(2022– ),TV-14,60 min,"Action, Comedy, Drama",7.8,"Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.","['Kim Hee-seon, ', 'Kim Ro Woon, ', 'Lee Soo-hyuk, ', 'Ji-On Yoon']","9,161",8.0,0.010989737,0.8410641,0.034703158,0.0056966753,0.08091623,0.023986703,0.0026433892
1043,Undercover,(2019– ),TV-MA,50 min,"Crime, Drama, Thriller",7.8,"Inspired by real events, undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends.","['Tom Waes, ', 'Frank Lammers, ', 'Manou Kersting, ', 'Elise Schaap']","17,309",8.0,0.07155423,0.24438581,0.13566773,0.014513777,0.5024942,0.009352921,0.02203137
1044,Kingdom,(2012– ),TV-MA,,"Animation, Action, Drama",8.4,"In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.","['Francesca Calo, ', 'Francesca Calo, ', 'Melissa Medina, ', 'Alex Mai']","1,984",9.0,0.014383288,0.090094574,0.06861759,0.2181074,0.55373234,0.020370582,0.034694273
1045,In the Tall Grass,(2019),TV-MA,101 min,"Horror, Mystery, Sci-Fi",5.4,"After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Kansas but soon discover there may be no way out...and that something evil lurks within.","['Vincenzo Natali', '| ', '    Stars:', 'Laysla De Oliveira, ', 'Avery Whitted, ', 'Patrick Wilson, ', 'Will Buie Jr.']","56,339",6.0,0.013873481,0.010903758,0.903971,0.0015807265,0.008874521,0.028491044,0.0323054
1046,Finding 'Ohana,(2021),PG,123 min,"Action, Adventure, Comedy",6.1,"A summer in rural O‘ahu takes an exciting turn for two Brooklyn-raised siblings when a journal pointing to long-lost treasure sets them on an epic adventure with new friends, and leads them to reconnect with their Hawaiian heritage.","['Jude Weng', '| ', '    Stars:', 'Kea Peahu, ', 'Alex Aiono, ', 'Lindsay Watson, ', 'Owen Vaccaro']","10,225",7.0,0.0024204245,0.00075247604,0.0021388924,0.939476,0.036286995,0.0024198177,0.016505392
1047,Pretty Hard Cases,(2021– ),TV-14,,"Comedy, Crime, Drama",6.5,"""Pretty Hard Cases"" follows Guns and Gangs detective Sam and Drug Squad detective Kelly. By day, they are heroes in their particular way: skilled, tough, determined, and entertaining, fighting to do good in a broken system.","['Meredith MacNeill, ', 'Adrienne C. Moore, ', 'Al Mukadam, ', 'Daren A. Herbert']","1,852",7.0,0.01622499,0.014005246,0.0019475812,0.041021563,0.9106136,0.003934295,0.012252778
1048,Julie and the Phantoms,(2020),TV-G,,"Adventure, Comedy, Drama",8.4,"Julie is a teenage girl who finds her passion for music and life with the help of a high -concept band of teen boys (The Phantoms) who have been dead for 25 years. Julie, in turn, helps them become the band they were never able to be.","['Madison Reyes, ', 'Charlie Gillespie, ', 'Owen Patrick Joyner, ', 'Jeremy Shada']","10,039",9.0,0.0065853545,0.016289236,0.0034748525,0.054099683,0.79545665,0.09320514,0.030889018
1049,Live by Night,(2016),R,129 min,"Action, Thriller",6.4,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.","['Ben Affleck', '| ', '    Stars:', 'Ben Affleck, ', 'Elle Fanning, ', 'Brendan Gleeson, ', 'Chris Messina']","57,377",7.0,0.045171894,0.4911546,0.03793574,0.08103573,0.3290568,0.010715358,0.0049298787
1050,Last Man Down,(2021),R,87 min,"Action, Sci-Fi",4.3,"John Wood left the pieces of a broken civilisation behind, to go back to his roots in the woodland, after a virus pandemic struck the world.","['Fansu Njie', '| ', '    Stars:', 'Daniel Stisen, ', 'Olga Kent, ', 'Daniel Nehme, ', 'Stanislav Yanevski']","13,092",5.0,0.03697234,0.090842895,0.12213235,0.0035726982,0.67890066,0.056761,0.010818027
1051,Someone Great,(2019),R,92 min,"Comedy, Romance",6.1,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.","['Jennifer Kaytin Robinson', '| ', '    Stars:', 'Gina Rodriguez, ', 'LaKeith Stanfield, ', 'Brittany Snow, ', 'DeWanda Wise']","22,717",7.0,0.0010369198,0.0025720387,0.0035889165,0.07207654,0.02624282,0.8864814,0.008001374
1052,Lost Girls,(2020),R,95 min,"Crime, Drama, Mystery",6.1,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.","['Liz Garbus', '| ', '    Stars:', 'Amy Ryan, ', 'Thomasin McKenzie, ', 'Gabriel Byrne, ', 'Lola Kirke']","21,978",7.0,0.070283286,0.12522551,0.03214241,0.0010953507,0.04452541,0.72248536,0.0042426577
1053,Pine Gap,(2018),TV-MA,360 min,"Drama, Mystery, Thriller",7.1,"Set in the intensely secretive world of intelligence and the enigmatic US/Australia joint defence facility in central Australia, the spy-thriller Pine Gap delves into the famously strong alliance between the two countries.","['Parker Sawyers, ', 'Jacqueline McKenzie, ', 'Steve Toussaint, ', 'Tess Haubrich']","5,163",8.0,0.026297277,0.013471001,0.62075555,0.036410704,0.2553753,0.006893096,0.040797085
1054,Karppi,(2018–2021),TV-MA,45 min,"Crime, Drama, Mystery",7.3,"When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again.","['Pihla Viitala, ', 'Lauri Tilkanen, ', 'Mimosa Willamo, ', 'Noa Tola']","9,473",8.0,0.0382284,0.023522042,0.9207331,0.0010857586,0.008410807,0.003846071,0.00417387
1055,The Midnight Gospel,(2020),TV-MA,23 min,"Animation, Adventure, Comedy",8.2,"Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds.","['Phil Hendrie, ', 'Duncan Trussell, ', 'Joey Diaz, ', 'Doug Lussenhop']","18,939",9.0,0.0039732787,0.02537324,0.004169802,0.036905658,0.8546027,0.06926136,0.005713935
1056,Snabba Cash,(2021– ),TV-MA,52 min,"Action, Crime, Drama",7.6,"The entrepreneurial jet set and the criminal world are more brutal, chaotic, and ruthless than ever. When these two worlds collide, loyalty, friendships, and business partners will be tested in the never-ending quest for easy money.","['Evin Ahmad, ', 'Alexander Abdallah, ', 'Olle Sarri, ', 'Dada Fungula Bozela']","8,775",8.0,0.8601873,0.050508868,0.030358756,0.0018851481,0.04853575,0.004702871,0.003821332
1057,Fresh Meat,(2011–2016),TV-MA,50 min,"Comedy, Drama",7.8,"A comedy that follows a group of six students about to embark on the most exciting period of their lives so far, university.","['Zawe Ashton, ', 'Greg McHugh, ', 'Kimberley Nixon, ', 'Charlotte Ritchie']","17,984",8.0,0.0016682587,0.006920556,0.001538352,0.9700946,0.012035158,0.003386966,0.0043560425
1058,Thunder Force,(2021),PG-13,106 min,"Action, Adventure, Comedy",4.5,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","['Ben Falcone', '| ', '    Stars:', 'Melissa McCarthy, ', 'Octavia Spencer, ', 'Jason Bateman, ', 'Bobby Cannavale']","41,955",5.0,0.025265425,0.05963112,0.0030534717,0.34450537,0.52857375,0.027495107,0.011475741
1059,Fear Street: Part Three - 1666,(2021),R,114 min,"Horror, Mystery",6.6,The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,"['Leigh Janiak', '| ', '    Stars:', 'Kiana Madeira, ', 'Ashley Zukerman, ', 'Gillian Jacobs, ', 'Olivia Scott Welch']","52,059",7.0,0.010633662,0.009487748,0.022097923,0.013197364,0.89619,0.022896579,0.025496688
1060,Limitless,(2015–2016),TV-14,42 min,"Comedy, Crime, Drama",7.6,An average 28-year-old man who gains the ability to use the full extent of his brain's capabilities is hired by the F.B.I. as a consultant.,"['Jake McDorman, ', 'Jennifer Carpenter, ', 'Hill Harper, ', 'Mary Elizabeth Mastrantonio']","67,426",8.0,0.013650164,0.061761964,0.0019077865,0.02471718,0.87519073,0.004333905,0.01843816
1061,Alba,(2021),TV-MA,50 min,Drama,6.4,A chain of events is kickstarted when a young girl is gang-raped by four boys.,"['Elena Rivera, ', 'Eric Masip, ', 'Álvaro Rico, ', 'Pol Hermoso']","1,351",7.0,0.025666004,0.95991194,0.005921476,0.0003600606,0.0029654691,0.004526846,0.00064832607
1062,Blockbuster,(2022– ),,30 min,Comedy,,"Set in the last Blockbuster Video in America, explores what it takes and who it takes for a small business to succeed.","['Madeleine Arthur, ', 'Melissa Fumero, ', 'Randall Park, ', 'J.B. Smoove']",,,0.0047402103,0.0025691257,0.0039999746,0.012056183,0.9164439,0.0032095725,0.05698104
1063,Young Wallander,(2020– ),TV-MA,,"Crime, Drama, Mystery",6.9,Follow recently graduated police officer Kurt Wallander as he investigates his first case.,"['Adam Pålsson, ', 'Leanne Best, ', 'Ellise Chappell, ', 'Sara Seyed']","11,645",7.0,0.07385022,0.018000104,0.15591508,0.009408319,0.69671494,0.03071126,0.015400137
1064,Greenleaf,(2016–2020),TV-14,60 min,Drama,7.4,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, dark secrets and lies.","['Merle Dandridge, ', 'Kim Hawthorne, ', 'Desiree Ross, ', 'Lamman Rucker']","5,311",8.0,0.17756884,0.6176044,0.075456314,0.0061471555,0.10435799,0.016228788,0.0026365193
1065,The Silence,(II) (2019),PG-13,90 min,"Drama, Horror, Sci-Fi",5.3,"When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.","['John R. Leonetti', '| ', '    Stars:', 'Stanley Tucci, ', 'Kiernan Shipka, ', 'Miranda Otto, ', 'Kate Trotter']","45,389",6.0,0.0022297027,0.0011310335,0.9917642,0.00067624886,0.0019755054,0.0015213871,0.00070195505
1066,Rumor Has It...,(2005),PG-13,97 min,"Comedy, Drama, Romance",5.5,"Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.","['Rob Reiner', '| ', '    Stars:', 'Jennifer Aniston, ', 'Mark Ruffalo, ', 'Shirley MacLaine, ', 'Kevin Costner']","58,670",6.0,0.016321193,0.014005876,0.004838892,0.07634944,0.6497002,0.013539022,0.22524527
1067,Malcolm X,(1992),PG-13,202 min,"Biography, Drama, History",7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","['Spike Lee', '| ', '    Stars:', 'Denzel Washington, ', 'Angela Bassett, ', 'Delroy Lindo, ', 'Spike Lee']","94,756",8.0,0.03145414,0.5401279,0.17821598,0.028203404,0.18820205,0.021192603,0.012604013
1068,The Great Gatsby,(1974),PG,144 min,"Drama, Romance",6.4,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.","['Jack Clayton', '| ', '    Stars:', 'Robert Redford, ', 'Mia Farrow, ', 'Bruce Dern, ', 'Karen Black']","25,241",7.0,0.018375805,0.22591782,0.0104378825,0.009421361,0.6546158,0.031871594,0.049359657
1069,Red Riding Hood,(2011),PG-13,100 min,"Fantasy, Horror, Mystery",5.4,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.","['Catherine Hardwicke', '| ', '    Stars:', 'Amanda Seyfried, ', 'Lukas Haas, ', 'Gary Oldman, ', 'Billy Burke']","112,459",6.0,0.0050578546,0.04379401,0.90424746,0.0016517413,0.031099811,0.008879952,0.0052691638
1070,Devilman: Crybaby,(2018),TV-MA,25 min,"Animation, Action, Drama",7.6,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.","['Koki Uchiyama, ', 'Ayumu Murase, ', 'Kyle McCarley, ', 'Griffin Burns']","20,303",8.0,0.26874855,0.45704105,0.12641461,0.0016394164,0.04545003,0.09868169,0.0020245109
1071,Salvation,(2017–2018),TV-14,43 min,"Drama, Sci-Fi, Thriller",6.9,An MIT grad student and a tech superstar bring a low-level Pentagon official a staggering discovery--that an asteroid is just six months away from colliding with Earth.,"['Santiago Cabrera, ', 'Jennifer Finnigan, ', 'Charlie Rowe, ', 'Jacqueline Byers']","22,443",7.0,0.014436629,0.010403026,0.07369633,0.012839986,0.12919651,0.0051625227,0.754265
1072,Black Spot,(2017– ),TV-MA,52 min,"Crime, Drama, Horror",7.4,A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.,"['Suliane Brahim, ', 'Hubert Delattre, ', 'Laurent Capelluto, ', 'Samuel Jouy']","11,502",8.0,0.0033681486,0.041283663,0.93248904,0.0026095,0.0077279666,0.00872506,0.003796683
1073,Slumberland,(2022),PG,117 min,"Adventure, Comedy, Family",,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.","['Francis Lawrence', '| ', '    Stars:', 'Jason Momoa, ', 'Kyle Chandler, ', ""Chris O'Dowd, "", 'India de Beaufort']",,,0.011583475,0.017590404,0.4293299,0.04672945,0.45133242,0.026424684,0.017009592
1074,Hell's Kitchen,(2005– ),TV-14,42 min,"Game-Show, Reality-TV",7.1,"World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen"".","['Gordon Ramsay, ', 'Jean Philippe Susilovic, ', 'Scott Leibfried, ', 'Jason Thompson']","20,887",8.0,0.014851999,0.041504133,0.027067913,0.22168672,0.6258241,0.016634418,0.05243077
1075,Calibre,(2018),TV-MA,101 min,"Drama, Thriller",6.8,A shocking deed turned their weekend trip into a nightmare. Now their only hope is to swallow their paranoia and act normal.,"['Matt Palmer', '| ', '    Stars:', 'Jack Lowden, ', 'Martin McCann, ', 'Tony Curran, ', 'Ian Pirie']","29,430",7.0,0.0033178993,0.0023818414,0.94795907,0.0035870476,0.01547334,0.0019808225,0.025300005
1076,Violet Evergarden,(2018),TV-14,24 min,"Animation, Drama, Fantasy",8.4,"In the aftermath of a great war, Violet Evergarden, a young female ex-soldier, gets a job at a writers' agency and goes on assignments to create letters that can connect people.","['Yui Ishikawa, ', 'Erika Harlacher, ', 'Raissa Bueno, ', 'Aya Endô']","21,825",9.0,0.02972722,0.5161533,0.016690983,0.15731996,0.24443015,0.030015944,0.005662471
1077,Two Summers,(2022– ),TV-MA,45 min,"Drama, Thriller",6.8,"Group of friends get together thirty years after one of the members died in an accident. A relaxing vacation changes into a nightmare, when some of the friends are blackmailed with footage from that terrible week three decades ago.","['An Miller, ', 'Marieke Anthoni, ', 'Tom Vermeir, ', 'Lukas Bulteel']","3,319",7.0,0.047238156,0.17376024,0.58003366,0.013917948,0.06342179,0.11416988,0.0074583096
1078,Hot Girls Wanted,(2015),TV-MA,84 min,Documentary,6.1,A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,"['Jill Bauer, ', 'Ronna Gradus', '| ', '    Stars:', 'Tressa Silguero, ', 'Riley Reynolds, ', 'Rachel Bernard, ', 'John Anthony']","17,679",7.0,0.010958062,0.0494036,0.0340326,0.27876708,0.37092635,0.009582976,0.2463293
